Slide,Patch,Diagnosis
5,1071,1
5,3246,1
5,3891,1
5,359,1
5,655,1
5,2147,1
5,3018,1
5,3255,1
5,2039,1
5,1499,1
5,588,1
5,3416,1
5,2494,1
5,3519,1
5,203,1
5,2954,1
5,4286,1
5,1379,1
5,4426,1
5,3885,1
5,4032,1
5,2906,1
5,1533,1
5,3192,1
5,2764,1
5,1653,1
5,3661,1
5,141,1
5,1703,1
5,2894,1
5,1880,1
5,545,1
5,2660,1
5,4419,1
5,1113,1
5,435,1
5,1977,1
5,3779,1
5,3691,1
5,3742,1
5,2101,1
5,832,1
5,2979,1
5,3557,1
5,2864,1
5,2340,1
5,2380,1
5,934,1
5,73,1
5,2913,1
5,490,1
5,1997,1
5,1260,1
5,1845,1
5,1687,1
5,748,1
5,2845,1
5,1785,1
5,410,1
5,2119,1
5,853,1
5,3466,1
5,1145,1
5,2399,1
5,3054,1
5,4233,1
5,2266,1
5,2553,1
5,1718,1
5,2283,1
5,766,1
5,3501,1
5,1648,1
5,1829,1
5,1668,1
5,1569,1
5,10,1
5,1433,1
5,1916,1
5,1770,1
5,3199,1
5,1592,1
5,2426,1
5,4029,1
5,1393,1
5,627,1
5,2667,1
5,1143,1
5,2132,1
5,4049,1
5,3159,1
5,4147,1
5,1558,1
5,2127,1
5,2121,1
5,589,1
5,2776,1
5,2696,1
5,1025,1
5,2846,1
5,3455,1
5,4402,1
5,195,1
5,705,1
5,3890,1
5,1816,1
5,2649,1
5,2269,1
5,3644,1
5,1751,1
5,3870,1
5,1660,1
5,499,1
5,1502,1
5,626,1
5,4,1
5,614,1
5,4069,1
5,3238,1
5,344,1
5,1341,1
5,138,1
5,2896,1
5,3062,1
5,3921,1
5,732,1
5,1541,1
5,976,1
5,695,1
5,1485,1
5,4033,1
5,2747,1
5,1996,1
5,2130,1
5,2175,1
5,3938,1
5,2413,1
5,531,1
5,3633,1
5,1627,1
5,3745,1
5,4327,1
5,4092,1
5,319,1
5,3394,1
5,4133,1
5,3768,1
5,1138,1
5,3545,1
5,4158,1
5,1549,1
5,3902,1
5,564,1
5,3912,1
5,1970,1
5,1773,1
5,4407,1
5,548,1
5,2888,1
5,4321,1
5,1692,1
5,4311,1
5,3771,1
5,2550,1
5,4323,1
5,3559,1
5,1262,1
5,1748,1
5,3963,1
5,1051,1
5,1509,1
5,3563,1
5,235,1
5,1120,1
5,3431,1
5,557,1
5,2975,1
5,1385,1
5,2716,1
5,2570,1
5,805,1
5,4127,1
5,4138,1
5,4182,1
5,2614,1
5,1766,1
5,3539,1
5,3303,1
5,2521,1
5,617,1
5,163,1
5,3121,1
5,743,1
5,12,1
5,3610,1
5,2249,1
5,2157,1
5,2566,1
5,1959,1
5,3068,1
5,1525,1
5,856,1
5,1402,1
5,3940,1
5,215,1
5,3567,1
5,3549,1
5,913,1
5,526,1
5,959,1
5,3081,1
5,2991,1
5,2331,1
5,3527,1
5,4218,1
5,2661,1
5,2828,1
5,2384,1
5,3144,1
5,341,1
5,1269,1
5,2639,1
5,703,1
5,2758,1
5,3257,1
5,1205,1
5,2180,1
5,1532,1
5,43,1
5,4410,1
5,1430,1
5,940,1
5,4296,1
5,3818,1
5,4320,1
5,1513,1
5,782,1
5,2719,1
5,1112,1
5,374,1
5,1040,1
5,3103,1
5,2923,1
5,852,1
5,3522,1
5,3616,1
5,3009,1
5,4237,1
5,330,1
5,4052,1
5,2588,1
5,1772,1
5,3294,1
5,2893,1
5,449,1
5,994,1
5,825,1
5,3489,1
5,4144,1
5,1661,1
5,1752,1
5,3881,1
5,216,1
5,570,1
5,2552,1
5,4129,1
5,3815,1
5,3169,1
5,1731,1
5,2882,1
5,4189,1
5,2073,1
5,2754,1
5,587,1
5,1489,1
5,1859,1
5,3844,1
5,2470,1
5,2405,1
5,2329,1
5,4403,1
5,1771,1
5,2877,1
5,4292,1
5,2619,1
5,803,1
5,431,1
5,2898,1
5,2903,1
5,3618,1
5,1636,1
5,3408,1
5,1199,1
5,1590,1
5,1924,1
5,3321,1
5,4093,1
5,914,1
5,2070,1
5,800,1
5,1664,1
5,460,1
5,2110,1
5,3662,1
5,1890,1
5,2177,1
5,1216,1
5,1616,1
5,0,1
5,3243,1
5,4053,1
5,2664,1
5,210,1
5,1134,1
5,2141,1
5,3709,1
5,2049,1
5,2040,1
5,446,1
5,352,1
5,3996,1
5,540,1
5,1758,1
5,1755,1
5,91,1
5,371,1
5,364,1
5,3720,1
5,3057,1
5,1080,1
5,1491,1
5,4012,1
5,3580,1
5,3997,1
5,4214,1
5,2107,1
5,2920,1
5,3978,1
5,157,1
5,245,1
5,1737,1
5,951,1
5,3856,1
5,4298,1
5,3538,1
5,1408,1
5,906,1
5,1779,1
5,76,1
5,3673,1
5,2943,1
5,2488,1
5,3337,1
5,2203,1
5,2056,1
5,593,1
5,3205,1
5,4382,1
5,734,1
5,1175,1
5,4247,1
5,4331,1
5,1783,1
5,2445,1
5,1212,1
5,3901,1
5,3152,1
