Slide,Patch,Diagnosis
2,7405,0
2,10298,0
2,3203,0
2,11358,0
2,9365,0
2,5447,0
2,12767,0
2,4411,0
2,9258,0
2,7682,0
2,7215,0
2,6959,0
2,6971,0
2,4782,0
2,11283,0
2,6172,0
2,6186,0
2,10888,0
2,12348,0
2,3563,0
2,1399,0
2,6941,0
2,6,0
2,9792,0
2,5667,0
2,12743,0
2,2933,0
2,3769,0
2,12275,0
2,10324,0
2,1513,0
2,3078,0
2,1394,0
2,6878,0
2,1127,0
2,1637,0
2,5306,0
2,1794,0
2,8382,0
2,2006,0
2,867,0
2,1565,0
2,11340,0
2,6413,0
2,5786,0
2,4252,0
2,12163,0
2,12004,0
2,10103,0
2,4809,0
2,7714,0
2,12505,0
2,2124,0
2,938,0
2,11773,0
2,9331,0
2,9218,0
2,650,0
2,10242,0
2,10558,0
2,8460,0
2,11310,0
2,6428,0
2,4397,0
2,11644,0
2,9758,0
2,2655,0
2,7291,0
2,1664,0
2,4969,0
2,3995,0
2,9950,0
2,12600,0
2,290,0
2,12744,0
2,1658,0
2,902,0
2,5709,0
2,7318,0
2,485,0
2,1927,0
2,676,0
2,7232,0
2,7900,0
2,1113,0
2,9824,0
2,4845,0
2,3856,0
2,11466,0
2,2125,0
2,3930,0
2,4525,0
2,959,0
2,860,0
2,7612,0
2,4913,0
2,568,0
2,5515,0
2,158,0
2,2724,0
2,3232,0
2,7233,0
2,4805,0
2,1928,0
2,7801,0
2,5108,0
2,3385,0
2,7303,0
2,2111,0
2,6290,0
2,10091,0
2,9476,0
2,3059,0
2,8839,0
2,7487,0
2,2578,0
2,11788,0
2,5729,0
2,3348,0
2,2681,0
2,9906,0
2,1166,0
2,23,0
2,6312,0
2,6566,0
2,2145,0
2,11807,0
2,2793,0
2,1223,0
2,12224,0
2,390,0
2,3838,0
2,8320,0
2,2792,0
2,7447,0
2,5018,0
2,12325,0
2,1380,0
2,12759,0
2,12268,0
2,9795,0
2,10347,0
2,7813,0
2,7715,0
2,7903,0
2,5242,0
2,9735,0
2,8523,0
2,1527,0
2,1579,0
2,8428,0
2,9000,0
2,6633,0
2,3654,0
2,6538,0
2,11545,0
2,5980,0
2,10357,0
2,12441,0
2,7127,0
2,10293,0
2,5463,0
2,5225,0
2,3371,0
2,2749,0
2,301,0
2,1987,0
2,7016,0
2,10062,0
2,12529,0
2,2571,0
2,174,0
2,2927,0
2,7406,0
2,4141,0
2,8470,0
2,9574,0
2,1893,0
2,8212,0
2,7959,0
2,9374,0
2,318,0
2,3084,0
2,6997,0
2,1482,0
2,5764,0
2,2601,0
2,846,0
2,2747,0
2,10929,0
2,5775,0
2,833,0
2,9140,0
2,3629,0
2,2591,0
2,857,0
2,12486,0
2,10706,0
2,6493,0
2,7224,0
2,4232,0
2,5568,0
2,699,0
2,6408,0
2,4789,0
2,10698,0
2,7227,0
2,9559,0
2,2474,0
2,11995,0
2,7611,0
2,7304,0
2,7803,0
2,3718,0
2,3512,0
2,3686,0
2,3639,0
2,12328,0
2,9895,0
2,6606,0
2,670,0
2,7489,0
2,10587,0
2,6722,0
2,7916,0
2,11502,0
2,8627,0
2,4937,0
2,2278,0
2,10742,0
2,10204,0
2,3908,0
2,10014,0
2,5015,0
2,1935,0
2,4736,0
2,1903,0
2,3961,0
2,740,0
2,8876,0
2,1221,0
2,11228,0
2,9265,0
2,7731,0
2,4006,0
2,10978,0
2,524,0
2,102,0
2,5787,0
2,10052,0
2,7491,0
2,8309,0
2,1911,0
2,3317,0
2,1653,0
