Slide,Patch,Diagnosis
5,2534,1
5,4300,1
5,3448,1
5,3362,1
5,3482,1
5,253,1
5,1207,1
5,3652,1
5,288,1
5,1246,1
5,4342,1
5,2168,1
5,1327,1
5,407,1
5,3254,1
5,1759,1
5,1504,1
5,2960,1
5,2710,1
5,4071,1
5,1802,1
5,2568,1
5,1719,1
5,1956,1
5,3699,1
5,2151,1
5,4165,1
5,3733,1
5,3932,1
5,1732,1
5,3173,1
5,2815,1
5,3911,1
5,3869,1
5,2851,1
5,303,1
5,729,1
5,1849,1
5,2418,1
5,758,1
5,4201,1
5,2870,1
5,4445,1
5,1832,1
5,3658,1
5,888,1
5,4209,1
5,1384,1
5,765,1
5,4120,1
5,4396,1
5,1397,1
5,2148,1
5,4429,1
5,3774,1
5,404,1
5,1083,1
5,1617,1
5,893,1
5,1357,1
5,1834,1
5,2000,1
5,2743,1
5,566,1
5,3805,1
5,452,1
5,2577,1
5,1948,1
5,166,1
5,2256,1
5,1540,1
5,1133,1
5,3221,1
5,397,1
5,3835,1
5,4113,1
5,2019,1
5,1369,1
5,1872,1
5,3906,1
5,2362,1
5,3820,1
5,3465,1
5,2634,1
5,2027,1
5,3547,1
5,3571,1
5,2176,1
5,99,1
5,2688,1
5,3382,1
5,2036,1
5,2980,1
5,1484,1
5,3824,1
5,3115,1
5,3669,1
5,36,1
5,643,1
5,3689,1
5,1454,1
5,3206,1
5,3753,1
5,2288,1
5,3562,1
5,4373,1
5,4307,1
5,1130,1
5,2354,1
5,161,1
5,496,1
5,423,1
5,1169,1
5,3828,1
5,3155,1
5,2883,1
5,3468,1
5,3182,1
5,1943,1
5,3274,1
5,713,1
5,3639,1
5,3707,1
5,2068,1
5,2600,1
5,377,1
5,4090,1
5,3098,1
5,3357,1
5,2908,1
5,3948,1
5,1355,1
5,572,1
5,740,1
5,4036,1
5,3042,1
5,1322,1
5,483,1
5,58,1
5,2927,1
5,4376,1
5,2350,1
5,1885,1
5,4269,1
5,3300,1
5,796,1
5,3809,1
5,1457,1
5,118,1
5,3886,1
5,2123,1
5,1490,1
5,2352,1
5,2134,1
5,3289,1
5,958,1
5,3734,1
5,2616,1
5,1613,1
5,4087,1
5,180,1
5,434,1
5,2419,1
5,2861,1
5,801,1
5,2571,1
5,4244,1
5,1209,1
5,1842,1
5,3690,1
5,4274,1
5,1482,1
5,1655,1
5,797,1
5,231,1
5,3764,1
5,3634,1
5,4303,1
5,4066,1
5,1928,1
5,1560,1
5,4357,1
5,1423,1
5,2805,1
5,4420,1
5,4061,1
5,4441,1
5,2181,1
5,2982,1
5,311,1
5,3234,1
5,1450,1
5,2200,1
5,2316,1
5,1693,1
5,3003,1
5,1438,1
5,3134,1
5,4375,1
5,3331,1
5,2796,1
5,860,1
5,3021,1
5,2996,1
5,2857,1
5,1415,1
5,3449,1
5,2275,1
5,453,1
5,4239,1
5,44,1
5,4348,1
5,1472,1
5,2088,1
5,1945,1
5,3530,1
5,849,1
5,421,1
5,1734,1
5,581,1
5,2196,1
5,827,1
5,53,1
5,2292,1
5,971,1
5,2657,1
5,2086,1
5,1702,1
5,1165,1
5,1483,1
5,1519,1
5,4106,1
5,2294,1
5,2299,1
5,749,1
5,2715,1
5,1683,1
5,502,1
5,438,1
5,2414,1
5,1142,1
5,2159,1
5,4397,1
5,1555,1
5,1888,1
5,3328,1
5,1419,1
5,257,1
5,997,1
5,2872,1
5,313,1
5,4195,1
5,1124,1
5,4395,1
5,1982,1
5,638,1
5,4000,1
5,3962,1
5,4192,1
5,1245,1
5,2949,1
5,315,1
5,3080,1
5,1615,1
5,1599,1
5,4224,1
5,2585,1
5,2849,1
5,3895,1
5,682,1
5,1631,1
5,2428,1
5,568,1
5,3907,1
5,3596,1
5,3474,1
5,883,1
5,282,1
5,521,1
5,2065,1
5,2279,1
5,3378,1
5,878,1
5,4350,1
5,1042,1
5,768,1
5,4091,1
5,3140,1
5,422,1
5,1963,1
5,2981,1
5,3579,1
5,4002,1
5,4255,1
5,3498,1
5,1325,1
5,2164,1
5,2859,1
5,2382,1
5,1394,1
5,1795,1
5,2809,1
5,308,1
5,1324,1
5,283,1
5,124,1
5,4291,1
5,2360,1
5,1937,1
5,1742,1
5,2387,1
5,514,1
5,3878,1
5,925,1
5,260,1
5,4272,1
5,1304,1
5,575,1
5,912,1
5,3611,1
5,238,1
5,2252,1
5,2373,1
5,3939,1
5,110,1
5,4393,1
5,2371,1
5,980,1
5,3862,1
5,3244,1
5,1741,1
5,3457,1
5,1331,1
5,2594,1
5,2742,1
5,2995,1
5,1635,1
5,2986,1
5,3694,1
5,2584,1
5,314,1
5,2912,1
5,3412,1
5,3268,1
5,3693,1
5,4208,1
5,809,1
5,391,1
5,2183,1
5,1336,1
5,1929,1
5,3020,1
5,2901,1
5,48,1
5,3497,1
5,2879,1
5,1984,1
5,554,1
5,273,1
5,4295,1
5,411,1
5,938,1
5,2548,1
5,560,1
5,1110,1
5,1711,1
5,4345,1
5,2214,1
5,820,1
5,3630,1
5,2091,1
5,2336,1
5,1524,1
5,1107,1
5,1727,1
5,4162,1
5,4355,1
5,3284,1
5,3908,1
5,4294,1
5,4099,1
5,1059,1
5,649,1
5,41,1
5,4340,1
5,4041,1
5,1958,1
5,611,1
5,4449,1
5,1186,1
5,4211,1
5,3798,1
5,3744,1
5,333,1
5,310,1
5,625,1
5,140,1
5,3051,1
5,3048,1
5,3114,1
5,1226,1
5,465,1
5,2627,1
5,2205,1
5,4434,1
5,440,1
5,2334,1
5,4163,1
5,2424,1
5,3983,1
5,2967,1
5,1366,1
5,1470,1
5,4202,1
5,1242,1
5,1441,1
5,3518,1
5,1460,1
5,2821,1
5,297,1
5,4313,1
5,2622,1
5,924,1
5,4305,1
5,833,1
5,1237,1
5,3645,1
5,2881,1
5,770,1
5,2784,1
5,2942,1
5,2504,1
5,2038,1
5,2560,1
5,1840,1
5,536,1
5,1072,1
5,3044,1
5,1825,1
5,3224,1
5,2059,1
5,402,1
5,1523,1
5,3643,1
5,325,1
5,1350,1
5,2884,1
5,2752,1
5,3065,1
5,3150,1
5,3004,1
5,4356,1
5,4074,1
5,3447,1
5,772,1
5,2670,1
5,3185,1
5,2788,1
5,394,1
5,3988,1
5,1381,1
5,3918,1
5,2142,1
5,492,1
5,1410,1
5,2618,1
5,1231,1
5,992,1
5,1066,1
5,3746,1
5,1279,1
5,3788,1
5,244,1
5,3535,1
5,653,1
5,3349,1
5,307,1
5,3136,1
5,4018,1
5,3141,1
5,4171,1
5,375,1
5,970,1
5,750,1
5,1488,1
5,1125,1
5,652,1
5,2080,1
5,3265,1
5,3335,1
5,384,1
5,1461,1
5,3143,1
5,2192,1
5,350,1
5,2887,1
5,1597,1
5,1313,1
5,275,1
5,1690,1
5,823,1
5,1056,1
5,1595,1
5,2140,1
5,4057,1
5,2295,1
5,1139,1
5,1649,1
5,923,1
5,3703,1
5,788,1
5,2315,1
5,1295,1
5,3717,1
5,71,1
5,2816,1
5,2415,1
5,271,1
5,1915,1
5,3250,1
5,1277,1
5,328,1
5,802,1
5,1604,1
5,4243,1
5,863,1
5,305,1
5,2722,1
5,677,1
5,585,1
5,3582,1
5,1803,1
5,3683,1
5,1575,1
5,3721,1
5,2686,1
5,49,1
5,1185,1
5,3816,1
5,149,1
5,2602,1
5,1087,1
5,373,1
5,631,1
5,292,1
5,830,1
5,3573,1
5,3838,1
5,471,1
5,380,1
5,1041,1
5,2061,1
5,2104,1
5,1698,1
5,1382,1
5,1197,1
5,15,1
5,2391,1
5,38,1
5,3167,1
5,1684,1
5,1744,1
5,977,1
5,793,1
5,692,1
5,4164,1
5,1910,1
5,4198,1
5,3204,1
5,2790,1
5,2129,1
5,3166,1
5,2118,1
5,3146,1
5,1334,1
5,443,1
5,1900,1
5,4261,1
5,698,1
5,2030,1
5,640,1
5,639,1
5,2655,1
5,2675,1
5,306,1
5,1455,1
5,738,1
5,2850,1
5,372,1
5,190,1
5,3487,1
5,104,1
5,2936,1
5,4015,1
5,3236,1
5,2046,1
5,742,1
5,1955,1
5,1492,1
5,1708,1
5,3570,1
5,2395,1
5,4386,1
5,594,1
5,1230,1
5,1679,1
5,4299,1
5,4433,1
5,943,1
5,4306,1
5,1652,1
5,1658,1
5,956,1
5,4369,1
5,3168,1
5,3245,1
5,3810,1
5,1021,1
5,1193,1
5,3536,1
5,2455,1
5,1239,1
5,1886,1
5,3342,1
5,208,1
5,3500,1
5,4316,1
5,1822,1
5,603,1
5,1625,1
5,1274,1
5,2603,1
5,4425,1
5,50,1
5,903,1
5,1851,1
5,159,1
5,3401,1
5,2486,1
5,952,1
5,1378,1
5,4148,1
5,2297,1
5,2522,1
5,236,1
5,2951,1
5,1985,1
5,2959,1
5,1570,1
5,978,1
5,3278,1
5,4266,1
5,2733,1
5,4275,1
5,2946,1
5,1458,1
5,111,1
5,2198,1
5,4134,1
