Slide,Patch,Diagnosis
4,7271,1
4,2220,1
4,2190,1
4,6964,1
4,7018,1
4,4230,1
4,2720,1
4,2121,1
4,5820,1
4,3630,1
4,1001,1
4,6372,1
4,3025,1
4,5638,1
4,6266,1
4,458,1
4,2897,1
4,5307,1
4,177,1
4,6711,1
4,5427,1
4,5920,1
4,6960,1
4,3589,1
4,7434,1
4,4456,1
4,6861,1
4,5142,1
4,446,1
4,2283,1
4,332,1
4,2680,1
4,3731,1
4,1053,1
4,1226,1
4,5789,1
4,3967,1
4,3457,1
4,5421,1
4,1711,1
4,159,1
4,4450,1
4,6471,1
4,1519,1
4,6327,1
4,6068,1
4,1898,1
4,5300,1
4,2943,1
4,2860,1
4,3757,1
4,6644,1
4,3408,1
4,6871,1
4,2205,1
4,1785,1
4,2018,1
4,6834,1
4,230,1
4,3325,1
4,6414,1
4,2920,1
4,451,1
4,1128,1
4,3303,1
4,5036,1
4,5436,1
4,5490,1
4,2436,1
4,7436,1
4,7559,1
4,4496,1
4,1404,1
4,6324,1
4,5148,1
4,1964,1
4,2492,1
4,2735,1
4,103,1
4,3966,1
4,2713,1
4,856,1
4,5828,1
4,5718,1
4,2117,1
4,204,1
4,292,1
4,1443,1
4,3575,1
4,2386,1
4,3687,1
4,473,1
4,5788,1
4,1912,1
4,2087,1
4,918,1
4,2453,1
4,4339,1
4,2404,1
4,3639,1
4,2515,1
4,4349,1
4,4780,1
4,6311,1
4,3613,1
4,3796,1
4,5615,1
4,359,1
4,6846,1
4,6025,1
4,6089,1
4,4314,1
4,2919,1
4,5875,1
4,3976,1
4,5342,1
4,2502,1
4,3,1
4,7103,1
4,686,1
4,5547,1
4,3350,1
4,909,1
4,2563,1
4,6480,1
4,910,1
4,7066,1
4,840,1
4,3518,1
4,5377,1
4,4653,1
4,6652,1
4,2389,1
4,5268,1
4,1839,1
4,4596,1
4,5375,1
4,3208,1
4,6660,1
4,3396,1
4,3917,1
4,225,1
4,1899,1
4,3666,1
4,4336,1
4,5009,1
4,1510,1
4,4847,1
4,3777,1
4,4290,1
4,2115,1
4,1736,1
4,6087,1
4,2895,1
4,5593,1
4,6008,1
4,789,1
4,3837,1
4,7658,1
4,5880,1
4,2596,1
4,373,1
4,4097,1
4,4711,1
4,2724,1
4,7187,1
4,5325,1
4,1430,1
4,4194,1
4,5883,1
4,6004,1
4,736,1
4,6163,1
4,4879,1
4,4616,1
4,1328,1
4,1397,1
4,4508,1
4,6917,1
4,2574,1
4,6565,1
4,7335,1
4,1192,1
4,3189,1
4,41,1
4,5864,1
4,6357,1
4,6499,1
4,5795,1
4,2052,1
4,7035,1
4,1632,1
4,3990,1
4,4709,1
4,754,1
4,6467,1
4,2382,1
4,6497,1
4,6142,1
4,2768,1
4,3149,1
4,6503,1
4,4201,1
4,1145,1
4,1842,1
4,1786,1
4,4626,1
4,6062,1
4,3559,1
4,2269,1
4,3988,1
4,5948,1
4,2987,1
4,3929,1
4,1019,1
4,4588,1
4,6928,1
4,3626,1
4,5242,1
4,5970,1
4,2201,1
4,6143,1
4,1700,1
4,1317,1
4,4745,1
4,7071,1
4,6692,1
4,5101,1
4,1207,1
4,1685,1
4,6132,1
4,2356,1
4,3555,1
4,6932,1
4,5454,1
4,5059,1
4,5133,1
4,704,1
4,6559,1
4,6460,1
4,4811,1
4,4286,1
4,3483,1
4,5216,1
4,1402,1
4,4187,1
4,4281,1
4,1201,1
4,3384,1
4,4882,1
4,872,1
4,3975,1
4,4904,1
4,4035,1
4,5850,1
4,3835,1
4,3162,1
4,894,1
4,152,1
4,1655,1
4,5289,1
4,5360,1
4,5757,1
4,1893,1
4,6067,1
4,2184,1
4,2737,1
4,2750,1
4,5753,1
4,3747,1
4,6615,1
4,6196,1
4,3343,1
4,7073,1
4,3096,1
4,4535,1
4,4834,1
4,5834,1
4,1144,1
4,1712,1
4,3061,1
4,4394,1
4,1359,1
4,1740,1
4,4425,1
4,5538,1
4,3565,1
4,5928,1
4,3709,1
4,7203,1
4,6428,1
4,5645,1
4,5541,1
4,2891,1
4,5526,1
4,3635,1
4,5015,1
4,3245,1
4,5727,1
4,519,1
4,7333,1
4,1951,1
4,7045,1
4,27,1
4,3849,1
4,7613,1
4,5922,1
4,4040,1
4,7583,1
4,3501,1
4,2511,1
4,3801,1
4,3481,1
4,3651,1
4,78,1
4,4287,1
4,885,1
4,5857,1
4,2088,1
4,2017,1
4,5934,1
4,1167,1
4,570,1
4,2140,1
4,6524,1
4,3152,1
4,3195,1
4,3397,1
4,5513,1
4,4340,1
4,208,1
4,932,1
4,3482,1
4,1099,1
4,3776,1
4,6249,1
4,2313,1
4,7212,1
4,1020,1
4,7558,1
4,1219,1
4,5284,1
4,5416,1
4,2944,1
4,863,1
4,3367,1
4,1480,1
4,2421,1
4,5413,1
4,6532,1
4,2711,1
4,2676,1
8,53384,0
8,57912,0
8,77655,0
8,40848,0
8,58376,0
8,42433,0
8,74840,0
8,31962,0
8,57085,0
8,4642,0
8,3985,0
8,43610,0
8,74807,0
8,49677,0
8,14043,0
8,37409,0
8,56792,0
8,10131,0
8,67930,0
8,57382,0
8,42363,0
8,72655,0
8,44153,0
8,54205,0
8,69678,0
8,41534,0
8,14700,0
8,10932,0
8,10183,0
8,50614,0
8,75424,0
8,7616,0
8,54906,0
8,78399,0
8,31379,0
8,78565,0
8,36955,0
8,71547,0
8,66998,0
8,65398,0
8,243,0
8,67979,0
8,18284,0
8,76970,0
8,79516,0
8,64105,0
8,31997,0
8,76924,0
8,23731,0
8,49212,0
8,29424,0
8,72456,0
8,50595,0
8,15146,0
8,26988,0
8,66099,0
8,658,0
8,11620,0
8,62867,0
8,64747,0
8,41394,0
8,43460,0
8,31057,0
8,61386,0
8,44948,0
8,16018,0
8,11950,0
8,5294,0
8,29205,0
8,25468,0
8,54330,0
8,2470,0
8,82096,0
8,49927,0
8,65701,0
8,59742,0
8,11809,0
8,55093,0
8,64495,0
8,68919,0
8,75459,0
8,50555,0
8,68498,0
8,58605,0
8,73918,0
8,63813,0
8,52478,0
8,62297,0
8,22962,0
8,84922,0
8,47593,0
8,27839,0
8,80882,0
8,28563,0
8,61457,0
8,11486,0
8,82937,0
8,26724,0
8,34257,0
8,49226,0
8,65437,0
8,33339,0
8,14190,0
8,22927,0
8,41333,0
8,54309,0
8,55758,0
8,12657,0
8,18499,0
8,54813,0
8,43219,0
8,30329,0
8,34713,0
8,36269,0
8,44756,0
8,70213,0
8,19609,0
8,36050,0
8,62360,0
8,79000,0
8,8054,0
8,18114,0
8,69848,0
8,15545,0
8,17453,0
8,34079,0
8,72632,0
8,8445,0
8,21300,0
8,22387,0
8,33021,0
8,31829,0
8,49725,0
8,30922,0
8,39191,0
8,48948,0
8,44930,0
8,50077,0
8,45188,0
8,38596,0
8,3564,0
8,58860,0
8,48603,0
8,70614,0
8,61773,0
8,32414,0
8,39780,0
8,67732,0
8,61996,0
8,69443,0
8,4163,0
8,78008,0
8,73407,0
8,24489,0
8,29510,0
8,73568,0
8,62661,0
8,7562,0
8,14545,0
8,48539,0
8,19951,0
8,28591,0
8,47605,0
8,13932,0
