Slide,Patch,Diagnosis
3,2793,1
3,23376,1
3,17853,1
3,9753,1
3,26466,1
3,16787,1
3,10630,1
3,24548,1
3,8007,1
3,25325,1
3,17169,1
3,15795,1
3,26705,1
3,22371,1
3,18543,1
3,5815,1
3,18287,1
3,1381,1
3,5453,1
3,25042,1
3,6911,1
3,25373,1
3,9923,1
3,21634,1
3,22346,1
3,24644,1
3,18993,1
3,4134,1
3,2283,1
3,23550,1
3,16082,1
3,4183,1
3,25930,1
3,16007,1
3,128,1
3,23893,1
3,2696,1
3,13001,1
3,6107,1
3,7785,1
3,24041,1
3,14902,1
3,23219,1
3,16849,1
3,9836,1
3,20454,1
3,25859,1
3,10616,1
3,4284,1
3,5479,1
3,6757,1
3,15921,1
3,25903,1
3,22073,1
3,23495,1
3,1293,1
3,15732,1
3,23138,1
3,17470,1
3,10204,1
3,16681,1
3,24236,1
3,18448,1
3,12864,1
3,6253,1
3,20085,1
3,25966,1
3,18963,1
3,8062,1
3,8775,1
3,1048,1
3,25748,1
3,2782,1
3,3287,1
3,10197,1
3,5173,1
3,6519,1
3,12844,1
3,3378,1
3,490,1
3,15191,1
3,9452,1
3,106,1
3,11771,1
3,4533,1
3,3104,1
3,18564,1
3,21611,1
3,25146,1
3,10626,1
3,24484,1
3,22858,1
3,26800,1
3,6813,1
3,726,1
3,11522,1
3,13520,1
3,24990,1
3,9116,1
3,20116,1
3,14987,1
3,3696,1
3,14541,1
3,4066,1
3,17309,1
3,1204,1
3,894,1
3,26269,1
3,2344,1
3,493,1
3,21233,1
3,17830,1
3,14075,1
3,3716,1
3,25541,1
3,8713,1
3,1535,1
3,16028,1
3,955,1
3,19610,1
3,3310,1
3,5959,1
3,16937,1
3,12887,1
3,22981,1
3,23815,1
3,18849,1
3,25059,1
3,1060,1
3,24386,1
3,17735,1
3,24678,1
3,16661,1
3,13930,1
3,1707,1
3,1916,1
3,17468,1
3,7489,1
3,26663,1
3,11548,1
3,24973,1
3,26415,1
3,21249,1
3,8948,1
3,24268,1
3,11606,1
3,24383,1
3,26549,1
3,12566,1
3,14999,1
3,12133,1
3,8555,1
3,6060,1
3,11939,1
3,24406,1
3,13399,1
3,16821,1
3,14827,1
3,25599,1
3,6501,1
3,15403,1
3,5736,1
3,3241,1
3,3593,1
3,26163,1
3,18112,1
3,16365,1
3,790,1
3,18847,1
3,23272,1
3,22386,1
3,1009,1
3,13370,1
3,2355,1
3,19684,1
3,15071,1
3,5306,1
3,954,1
3,24550,1
3,1578,1
3,14353,1
3,4431,1
3,17030,1
3,22148,1
3,26622,1
3,24639,1
3,25234,1
3,1780,1
3,15839,1
3,10194,1
3,15058,1
3,23392,1
3,26474,1
3,22976,1
3,25690,1
3,14629,1
3,19745,1
3,2374,1
3,6061,1
3,21003,1
3,779,1
3,23947,1
3,25947,1
3,25720,1
3,9319,1
3,13143,1
3,17437,1
3,1251,1
3,12431,1
3,6090,1
3,25933,1
3,14370,1
3,25821,1
3,8944,1
3,3360,1
3,11437,1
3,16407,1
3,5180,1
3,19346,1
3,9898,1
3,22363,1
3,19990,1
3,22137,1
3,9412,1
3,9696,1
3,17716,1
3,10041,1
3,19727,1
3,24456,1
3,7171,1
3,4274,1
3,5859,1
3,9977,1
3,9021,1
3,9762,1
3,15934,1
3,3431,1
3,14611,1
3,23081,1
3,26316,1
3,12058,1
3,23054,1
3,295,1
3,26178,1
3,7944,1
3,23165,1
3,5522,1
3,15984,1
3,2645,1
3,3697,1
3,11739,1
3,15148,1
3,11876,1
3,21370,1
3,7082,1
3,19386,1
3,2353,1
3,1259,1
3,21535,1
3,26629,1
3,19252,1
3,1983,1
3,20029,1
3,13567,1
3,7460,1
3,3719,1
3,3657,1
3,16562,1
3,8687,1
3,4141,1
3,18919,1
3,4575,1
3,6881,1
3,13753,1
3,3108,1
3,796,1
3,25574,1
3,22888,1
3,14633,1
3,22523,1
3,5069,1
3,6876,1
3,19307,1
3,22632,1
3,2703,1
3,10146,1
3,17843,1
3,8492,1
3,7630,1
3,16328,1
3,16905,1
3,23110,1
3,24540,1
3,12646,1
3,16605,1
3,12530,1
3,2201,1
3,10529,1
3,24618,1
3,12551,1
3,8824,1
3,19469,1
3,21833,1
3,20895,1
3,5237,1
3,22019,1
3,24600,1
3,6785,1
3,1305,1
3,847,1
3,11505,1
3,19151,1
3,1680,1
3,20061,1
3,14239,1
3,25420,1
3,5675,1
3,1221,1
3,13123,1
3,12178,1
3,1014,1
3,9275,1
3,22693,1
3,26493,1
3,24317,1
3,8458,1
3,19131,1
3,13437,1
3,19155,1
3,26665,1
3,10725,1
3,11630,1
3,20742,1
3,22750,1
3,16252,1
3,16845,1
3,15169,1
3,5519,1
3,5166,1
3,18870,1
3,11350,1
3,21315,1
3,7447,1
3,9802,1
3,7070,1
3,25536,1
3,5542,1
3,19017,1
3,8409,1
3,3451,1
3,20516,1
3,3815,1
3,22953,1
3,19709,1
3,25438,1
3,13401,1
3,26395,1
3,9459,1
3,10467,1
3,10105,1
3,15171,1
3,18251,1
3,10998,1
3,2863,1
3,16987,1
3,22178,1
3,22952,1
3,8871,1
3,8969,1
3,25607,1
3,6024,1
3,15707,1
3,49,1
3,21094,1
3,17196,1
3,15259,1
3,19323,1
3,8037,1
3,22904,1
3,26031,1
3,25119,1
3,5717,1
3,22913,1
3,4632,1
3,20931,1
3,10053,1
3,11635,1
3,10632,1
3,21829,1
3,1858,1
3,10160,1
3,316,1
3,11540,1
3,17060,1
3,10281,1
3,11751,1
3,21808,1
3,17134,1
3,2475,1
3,1094,1
3,14227,1
3,19980,1
3,13828,1
3,16124,1
3,1225,1
3,13056,1
3,12222,1
3,9340,1
3,17873,1
3,4670,1
3,912,1
3,26675,1
3,3738,1
3,23592,1
3,10245,1
3,26070,1
3,2285,1
3,11351,1
3,25979,1
3,15740,1
3,12282,1
3,21910,1
3,7295,1
3,19643,1
3,11104,1
3,6033,1
3,19933,1
3,3930,1
3,7387,1
3,25866,1
3,14815,1
3,5144,1
3,2967,1
3,19410,1
3,26460,1
3,15725,1
3,25893,1
3,3415,1
3,12168,1
3,7015,1
3,1047,1
3,9851,1
3,22599,1
3,5557,1
3,24732,1
3,24568,1
3,3046,1
3,18842,1
3,18464,1
3,16847,1
3,18697,1
3,15188,1
3,7545,1
3,2535,1
3,14996,1
3,15395,1
3,12463,1
3,13807,1
3,19728,1
3,8703,1
3,21530,1
3,10055,1
3,11202,1
3,2289,1
3,3469,1
3,203,1
3,13487,1
3,10979,1
3,20002,1
3,3264,1
3,24833,1
3,7236,1
3,5141,1
3,16873,1
3,19593,1
3,22823,1
3,2597,1
3,11463,1
3,4835,1
3,17154,1
3,12569,1
3,2405,1
3,19907,1
3,13709,1
3,18316,1
3,3223,1
3,24440,1
3,18227,1
3,16880,1
3,22410,1
3,10344,1
3,23379,1
3,22437,1
3,3324,1
3,20571,1
3,11819,1
3,24531,1
3,22749,1
3,3727,1
3,1947,1
3,16379,1
3,22739,1
3,44,1
3,3462,1
3,8295,1
3,433,1
3,5201,1
3,23080,1
3,18296,1
3,19615,1
3,24313,1
3,21746,1
3,16225,1
3,18355,1
3,23807,1
3,2990,1
3,4712,1
3,9439,1
3,24701,1
3,15116,1
3,4934,1
3,14143,1
3,5528,1
3,21285,1
3,19237,1
3,25139,1
3,4552,1
3,2488,1
3,19010,1
3,23044,1
3,21235,1
3,9717,1
3,20158,1
3,19922,1
3,11707,1
3,8771,1
3,19845,1
3,7334,1
3,12301,1
3,21454,1
3,11976,1
3,14850,1
3,26331,1
3,25191,1
3,12926,1
3,19724,1
3,565,1
3,658,1
3,10293,1
3,13234,1
3,2002,1
3,6075,1
3,10353,1
3,22623,1
3,22549,1
3,4119,1
3,8343,1
3,649,1
