Slide,Patch,Diagnosis
3,2484,1
3,2384,1
3,3485,1
3,12356,1
3,4237,1
3,18667,1
3,7370,1
3,8472,1
3,5262,1
3,22300,1
3,800,1
3,1260,1
3,23386,1
3,21490,1
3,3276,1
3,2536,1
3,25671,1
3,16601,1
3,18041,1
3,6307,1
3,13108,1
3,4318,1
3,13741,1
3,17842,1
3,10128,1
3,4938,1
3,17876,1
3,24211,1
3,12087,1
3,12,1
3,18972,1
3,1539,1
3,19481,1
3,16750,1
3,21748,1
3,6062,1
3,16313,1
3,12017,1
3,4315,1
3,4531,1
3,25639,1
3,26085,1
3,22001,1
3,26423,1
3,24246,1
3,22288,1
3,11311,1
3,25366,1
3,1023,1
3,1653,1
3,21358,1
3,2993,1
3,10780,1
3,18682,1
3,7876,1
3,4697,1
3,12494,1
3,11285,1
3,13104,1
3,9469,1
3,11469,1
3,20553,1
3,775,1
3,19895,1
3,9220,1
3,2107,1
3,6034,1
3,3806,1
3,15680,1
3,9447,1
3,1878,1
3,25086,1
3,3135,1
3,13950,1
3,17974,1
3,17481,1
3,10298,1
3,3296,1
3,24020,1
3,19342,1
3,14813,1
3,20949,1
3,3457,1
3,16881,1
3,19977,1
3,23099,1
3,25976,1
3,10759,1
3,12393,1
3,4494,1
3,12298,1
3,8390,1
3,14408,1
3,9844,1
3,2088,1
3,17122,1
3,22569,1
3,25505,1
3,1612,1
3,22825,1
3,20308,1
3,241,1
3,1026,1
3,13622,1
3,25571,1
3,14749,1
3,6858,1
3,21844,1
3,17208,1
3,9839,1
3,21234,1
3,4235,1
3,7512,1
3,8926,1
3,2370,1
3,19222,1
3,12132,1
3,18376,1
3,3145,1
3,26610,1
3,11103,1
3,18999,1
3,4160,1
3,25658,1
3,14893,1
3,15822,1
3,314,1
3,24610,1
3,22814,1
3,5862,1
3,6809,1
3,19729,1
3,13598,1
3,25732,1
3,185,1
3,20624,1
3,206,1
3,12237,1
3,5678,1
3,2801,1
3,3234,1
3,844,1
3,1762,1
3,8851,1
3,26353,1
3,10914,1
3,26358,1
3,23557,1
3,13372,1
3,10267,1
3,2626,1
3,788,1
3,21507,1
3,445,1
3,9448,1
3,14759,1
3,4050,1
3,18357,1
3,13546,1
3,24034,1
3,25058,1
3,9186,1
3,26036,1
3,24914,1
3,2234,1
3,12019,1
3,1566,1
3,10810,1
3,16275,1
3,19822,1
3,22513,1
3,246,1
3,16623,1
3,4825,1
3,20588,1
3,10981,1
3,1620,1
3,7114,1
3,11072,1
3,4618,1
3,4895,1
3,23289,1
3,8290,1
3,13784,1
3,16530,1
3,10894,1
3,23263,1
3,11254,1
3,4942,1
3,6252,1
3,20960,1
3,7560,1
3,22207,1
3,906,1
3,434,1
3,10638,1
3,25978,1
3,320,1
3,23747,1
3,23047,1
3,20540,1
3,23946,1
3,17697,1
3,11129,1
3,18197,1
3,12015,1
3,4075,1
3,4736,1
3,13331,1
3,22747,1
3,24458,1
3,4172,1
3,11960,1
3,2618,1
3,21347,1
3,3960,1
3,12455,1
3,4243,1
3,9615,1
3,161,1
3,7071,1
3,19884,1
3,15527,1
3,26852,1
3,17398,1
3,12023,1
3,19546,1
3,14059,1
3,21244,1
3,3875,1
3,14099,1
3,13309,1
3,10085,1
3,7059,1
3,14040,1
3,16027,1
3,17819,1
3,15811,1
3,3808,1
3,4137,1
3,17430,1
3,7482,1
