Slide,Patch,Diagnosis
1,13553,1
1,5970,1
1,1241,1
1,33477,1
1,10377,1
1,28396,1
1,22968,1
1,10680,1
1,8777,1
1,31235,1
1,26123,1
1,2372,1
1,29609,1
1,31149,1
1,11818,1
1,4172,1
1,24621,1
1,19392,1
1,17349,1
1,24507,1
1,13442,1
1,2099,1
1,25282,1
1,29031,1
1,15536,1
1,6174,1
1,17165,1
1,3634,1
1,12708,1
1,25223,1
1,12085,1
1,17666,1
1,32652,1
1,33524,1
1,7973,1
1,23546,1
1,5145,1
1,3097,1
1,16733,1
1,17327,1
1,33790,1
1,2094,1
1,20527,1
1,8846,1
1,26792,1
1,9964,1
1,22561,1
1,32084,1
1,18440,1
1,30175,1
1,2197,1
1,4843,1
1,21142,1
1,18269,1
1,31252,1
1,13128,1
1,13279,1
1,6983,1
1,30463,1
1,12352,1
1,30252,1
1,281,1
1,12140,1
1,6710,1
1,15103,1
1,18384,1
1,20668,1
1,26372,1
1,7818,1
1,31362,1
1,28565,1
1,10172,1
1,6554,1
1,2338,1
1,10374,1
1,18198,1
1,18532,1
1,20829,1
1,16373,1
1,30574,1
1,22482,1
1,3260,1
1,12800,1
1,33082,1
1,25535,1
1,15850,1
1,223,1
1,2348,1
1,31608,1
1,31279,1
1,14384,1
1,25544,1
1,24554,1
1,21712,1
1,6454,1
1,28439,1
1,19817,1
1,23552,1
1,14346,1
1,5527,1
1,24173,1
1,26608,1
1,32402,1
1,22503,1
1,28665,1
1,16374,1
1,12582,1
1,33113,1
1,28034,1
1,32019,1
1,21665,1
1,6714,1
1,5708,1
1,31736,1
1,21879,1
1,5378,1
1,2209,1
1,7559,1
1,19917,1
1,15726,1
1,31667,1
1,17884,1
1,512,1
1,27087,1
1,27086,1
1,17294,1
1,2187,1
1,6471,1
1,10783,1
1,24857,1
1,12505,1
1,9956,1
1,14999,1
1,12929,1
1,19933,1
1,15178,1
1,32353,1
1,26596,1
1,6355,1
1,5361,1
1,23330,1
1,30489,1
1,3707,1
1,32110,1
1,10441,1
1,8263,1
1,12312,1
1,28741,1
1,21479,1
1,7269,1
1,21285,1
1,12648,1
1,3516,1
1,8165,1
1,21277,1
1,14228,1
1,24458,1
1,32718,1
1,24502,1
1,5218,1
1,355,1
1,20122,1
1,3967,1
1,33851,1
1,18349,1
1,17901,1
1,21757,1
1,23736,1
1,20692,1
1,10831,1
1,28692,1
1,17916,1
1,19393,1
1,4351,1
1,1271,1
1,6273,1
1,13289,1
1,30690,1
1,6076,1
1,29198,1
1,5211,1
1,25033,1
1,33810,1
1,6649,1
1,23360,1
1,31879,1
1,16371,1
1,32704,1
1,28814,1
1,12686,1
1,24102,1
1,1384,1
1,2626,1
1,10932,1
1,25549,1
1,14993,1
1,1751,1
1,24487,1
1,33749,1
1,13926,1
1,33552,1
1,24116,1
1,28458,1
1,32114,1
1,20909,1
1,15647,1
1,7086,1
1,30113,1
1,17369,1
1,24833,1
1,4492,1
1,14184,1
1,27285,1
1,10897,1
1,21985,1
1,19725,1
1,8526,1
1,25472,1
1,30665,1
1,27001,1
1,23141,1
1,33500,1
1,30669,1
1,7837,1
1,11549,1
1,32950,1
1,7934,1
1,12634,1
1,26381,1
1,7262,1
1,30500,1
1,32957,1
1,20537,1
1,32132,1
1,6262,1
1,10228,1
1,21882,1
1,28224,1
1,858,1
1,18354,1
1,6124,1
1,6689,1
1,21801,1
1,27183,1
1,29799,1
1,2377,1
1,5395,1
1,14573,1
1,30153,1
1,11992,1
1,14571,1
1,20530,1
1,23317,1
1,10868,1
1,19999,1
1,25186,1
1,16835,1
1,31688,1
1,24278,1
1,10337,1
1,18283,1
1,6317,1
1,15383,1
1,18344,1
1,33211,1
1,30437,1
