Slide,Patch,Diagnosis
2,10588,0
2,7402,0
2,4554,0
2,12170,0
2,9252,0
2,10645,0
2,12050,0
2,1272,0
2,3897,0
2,9233,0
2,11323,0
2,8960,0
2,572,0
2,10296,0
2,3560,0
2,5535,0
2,3924,0
2,3842,0
2,4018,0
2,7513,0
2,1609,0
2,321,0
2,11725,0
2,6655,0
2,804,0
2,5523,0
2,4882,0
2,7994,0
2,1540,0
2,2725,0
2,8752,0
2,2415,0
2,8375,0
2,4315,0
2,1922,0
2,8707,0
2,760,0
2,10315,0
2,8974,0
2,10726,0
2,4212,0
2,8325,0
2,9371,0
2,8918,0
2,1019,0
2,9590,0
2,11059,0
2,249,0
2,11837,0
2,5714,0
2,10219,0
2,8056,0
2,11027,0
2,2614,0
2,9720,0
2,8505,0
2,832,0
2,7816,0
2,5451,0
2,1631,0
2,2292,0
2,8211,0
2,5864,0
2,6916,0
2,7144,0
2,4275,0
2,5155,0
2,3172,0
2,9686,0
2,3749,0
2,525,0
2,8117,0
2,3972,0
2,5484,0
2,7397,0
2,7381,0
2,7358,0
2,738,0
2,7526,0
2,2903,0
2,528,0
2,840,0
2,11677,0
2,2187,0
2,8867,0
2,3295,0
2,5208,0
2,10210,0
2,839,0
2,11701,0
2,11754,0
2,10656,0
2,712,0
2,10396,0
2,8861,0
2,3342,0
2,6277,0
2,4918,0
2,11108,0
2,5757,0
2,2893,0
2,4705,0
2,3054,0
2,10151,0
2,1013,0
2,10215,0
2,5284,0
2,581,0
2,12172,0
2,8112,0
2,4734,0
2,8010,0
2,11016,0
2,375,0
2,287,0
2,5707,0
2,2689,0
2,3533,0
2,4651,0
2,10488,0
2,512,0
2,7729,0
2,543,0
2,96,0
2,9669,0
2,10562,0
2,3723,0
2,11629,0
2,4605,0
2,12740,0
2,10769,0
2,6752,0
2,411,0
2,2376,0
2,11073,0
2,3870,0
2,9600,0
2,9597,0
2,9947,0
2,6750,0
2,2311,0
2,6979,0
2,3652,0
2,10417,0
2,10361,0
2,10005,0
2,5617,0
2,10875,0
2,5670,0
2,274,0
2,8292,0
2,11999,0
2,6422,0
2,12256,0
2,10644,0
2,72,0
2,11185,0
2,8406,0
2,12265,0
2,11285,0
2,7899,0
2,585,0
2,11222,0
2,7025,0
2,10323,0
2,9107,0
2,7299,0
2,8783,0
2,9065,0
2,6769,0
2,10418,0
2,3123,0
2,3886,0
2,7825,0
2,1499,0
2,11243,0
2,10816,0
2,8081,0
2,11598,0
2,3327,0
2,8967,0
2,7337,0
2,2350,0
2,4831,0
2,4534,0
2,1698,0
2,10538,0
2,4438,0
2,4023,0
2,11498,0
2,3454,0
2,7667,0
2,217,0
2,10570,0
2,10081,0
2,12508,0
2,11921,0
2,1848,0
2,70,0
2,12430,0
2,1041,0
2,285,0
2,1328,0
2,6759,0
2,2948,0
2,5992,0
2,6229,0
2,6604,0
2,10343,0
2,8136,0
2,4597,0
2,12723,0
2,8337,0
2,5595,0
2,6670,0
2,7322,0
2,4114,0
2,11645,0
2,7187,0
2,11779,0
2,4201,0
2,4195,0
2,8666,0
2,2144,0
2,53,0
2,1428,0
2,9457,0
2,10909,0
2,12040,0
2,890,0
2,9471,0
2,12261,0
2,11843,0
2,1839,0
2,12317,0
2,5069,0
2,11693,0
2,7636,0
2,6671,0
2,11876,0
2,7522,0
2,780,0
2,11736,0
2,9756,0
2,10493,0
2,12511,0
2,5071,0
2,5704,0
2,2868,0
2,8160,0
2,6140,0
2,12179,0
2,5763,0
2,1201,0
2,6937,0
2,9831,0
2,1765,0
2,8423,0
2,10808,0
2,51,0
2,8163,0
2,1627,0
2,697,0
2,6829,0
2,3445,0
2,3386,0
2,3508,0
2,3156,0
2,4511,0
2,7543,0
2,4485,0
2,8977,0
2,3585,0
2,9348,0
2,717,0
2,2210,0
2,4401,0
2,4157,0
2,9871,0
2,10873,0
2,6201,0
2,749,0
2,5458,0
2,2117,0
2,342,0
2,2794,0
2,1279,0
2,2018,0
2,8930,0
2,1717,0
2,10927,0
2,4223,0
2,10620,0
2,11365,0
2,1018,0
2,10036,0
2,4349,0
2,9747,0
2,872,0
2,9556,0
2,4558,0
2,9875,0
2,3496,0
2,4004,0
2,3637,0
2,2658,0
2,454,0
2,3073,0
2,5102,0
2,883,0
2,5528,0
2,555,0
2,7141,0
2,2471,0
2,9683,0
2,619,0
2,5401,0
2,10747,0
2,4448,0
2,1545,0
2,10,0
2,12139,0
2,4786,0
2,2587,0
2,11165,0
2,2299,0
2,5348,0
2,4292,0
2,11858,0
2,4992,0
2,9275,0
2,7780,0
2,6239,0
2,9522,0
2,677,0
2,3366,0
2,9705,0
2,8466,0
2,11522,0
2,11003,0
2,6551,0
2,7032,0
2,11,0
2,2740,0
2,2840,0
2,1289,0
2,5104,0
2,11906,0
2,5613,0
2,4740,0
2,12105,0
2,1599,0
2,7823,0
2,9843,0
2,9096,0
2,924,0
2,5702,0
2,10232,0
2,2141,0
2,3954,0
2,4363,0
2,10681,0
2,165,0
2,5274,0
2,4263,0
2,9,0
2,7721,0
2,2526,0
2,10697,0
2,337,0
2,4064,0
2,2891,0
2,11944,0
2,323,0
2,10137,0
2,8387,0
2,813,0
2,3554,0
2,12492,0
2,1994,0
2,1107,0
2,11612,0
2,5762,0
2,11373,0
2,7430,0
2,423,0
2,5083,0
2,11899,0
2,5770,0
2,12420,0
2,3898,0
2,11424,0
2,4634,0
2,2930,0
2,2384,0
2,4272,0
2,12116,0
2,659,0
2,9086,0
2,6133,0
2,1367,0
2,12666,0
2,3407,0
2,6146,0
2,12176,0
2,12083,0
2,2668,0
2,6730,0
2,7752,0
2,3395,0
2,1217,0
2,5659,0
2,10667,0
2,12111,0
2,2867,0
2,4621,0
2,9355,0
2,11443,0
2,5584,0
2,1829,0
2,11567,0
2,11088,0
2,10737,0
2,6459,0
2,668,0
2,7909,0
2,5715,0
2,8273,0
2,1154,0
2,1685,0
2,1601,0
2,3256,0
2,3085,0
2,130,0
2,7113,0
2,3616,0
2,4409,0
2,4536,0
2,859,0
2,6433,0
2,3555,0
2,9894,0
2,3649,0
2,3104,0
2,3087,0
2,8574,0
2,5469,0
2,12309,0
2,112,0
2,5783,0
2,8182,0
2,2482,0
2,11362,0
2,1566,0
2,9330,0
2,10779,0
2,12614,0
2,111,0
2,3931,0
2,5965,0
2,6095,0
2,6768,0
2,847,0
2,12544,0
2,12473,0
2,10581,0
2,11140,0
2,6406,0
2,10708,0
2,11927,0
2,4953,0
2,11007,0
2,8462,0
2,8737,0
2,6953,0
2,10414,0
2,12211,0
2,12159,0
2,2458,0
2,6462,0
2,8490,0
2,2509,0
2,5509,0
2,2346,0
2,7449,0
2,10764,0
2,7075,0
2,5031,0
2,8643,0
2,8093,0
2,6025,0
2,1836,0
2,5835,0
2,356,0
2,5665,0
2,9587,0
2,9566,0
2,12669,0
2,6365,0
2,1714,0
2,2023,0
2,5103,0
2,3613,0
