Slide,Patch,Diagnosis
5,2942,1
5,2504,1
5,2038,1
5,2560,1
5,1840,1
5,536,1
5,1072,1
5,3044,1
5,1825,1
5,3224,1
5,2059,1
5,402,1
5,1523,1
5,3643,1
5,325,1
5,1350,1
5,2884,1
5,2752,1
5,3065,1
5,3150,1
5,3004,1
5,4356,1
5,4074,1
5,3447,1
5,772,1
5,2670,1
5,3185,1
5,2788,1
5,394,1
5,3988,1
5,1381,1
5,3918,1
5,2142,1
5,492,1
5,1410,1
5,2618,1
5,1231,1
5,992,1
5,1066,1
5,3746,1
5,1279,1
5,3788,1
5,244,1
5,3535,1
5,653,1
5,3349,1
5,307,1
5,3136,1
5,4018,1
5,3141,1
5,4171,1
5,375,1
5,970,1
5,750,1
5,1488,1
5,1125,1
5,652,1
5,2080,1
5,3265,1
5,3335,1
5,384,1
5,1461,1
5,3143,1
5,2192,1
5,350,1
5,2887,1
5,1597,1
5,1313,1
5,275,1
5,1690,1
5,823,1
5,1056,1
5,1595,1
5,2140,1
5,4057,1
5,2295,1
5,1139,1
5,1649,1
5,923,1
5,3703,1
5,788,1
5,2315,1
5,1295,1
5,3717,1
5,71,1
5,2816,1
5,2415,1
5,271,1
5,1915,1
5,3250,1
5,1277,1
5,328,1
5,802,1
5,1604,1
5,4243,1
5,863,1
5,305,1
5,2722,1
5,677,1
5,585,1
5,3582,1
5,1803,1
5,3683,1
5,1575,1
5,3721,1
5,2686,1
5,49,1
5,1185,1
5,3816,1
5,149,1
5,2602,1
5,1087,1
5,373,1
5,631,1
5,292,1
5,830,1
5,3573,1
5,3838,1
5,471,1
5,380,1
5,1041,1
5,2061,1
5,2104,1
5,1698,1
5,1382,1
5,1197,1
5,15,1
5,2391,1
5,38,1
5,3167,1
5,1684,1
5,1744,1
5,977,1
5,793,1
5,692,1
5,4164,1
5,1910,1
5,4198,1
5,3204,1
5,2790,1
5,2129,1
5,3166,1
5,2118,1
5,3146,1
5,1334,1
5,443,1
5,1900,1
5,4261,1
5,698,1
5,2030,1
5,640,1
5,639,1
5,2655,1
5,2675,1
5,306,1
5,1455,1
5,738,1
5,2850,1
5,372,1
5,190,1
5,3487,1
5,104,1
5,2936,1
5,4015,1
5,3236,1
5,2046,1
5,742,1
5,1955,1
5,1492,1
5,1708,1
5,3570,1
5,2395,1
5,4386,1
5,594,1
5,1230,1
5,1679,1
5,4299,1
5,4433,1
5,943,1
5,4306,1
5,1652,1
5,1658,1
5,956,1
5,4369,1
5,3168,1
5,3245,1
5,3810,1
5,1021,1
5,1193,1
5,3536,1
5,2455,1
5,1239,1
5,1886,1
5,3342,1
5,208,1
5,3500,1
5,4316,1
5,1822,1
5,603,1
5,1625,1
5,1274,1
5,2603,1
5,4425,1
5,50,1
5,903,1
5,1851,1
5,159,1
5,3401,1
5,2486,1
5,952,1
5,1378,1
5,4148,1
5,2297,1
5,2522,1
5,236,1
7,62069,0
7,135922,0
7,12587,0
7,5157,0
7,56019,0
7,14652,0
7,49078,0
7,75337,0
7,12090,0
7,90867,0
7,87802,0
7,129056,0
7,124558,0
7,18093,0
7,117843,0
7,131636,0
7,127499,0
7,32462,0
7,18948,0
7,80791,0
7,49526,0
7,41060,0
7,56206,0
7,137101,0
7,123368,0
7,29325,0
7,93999,0
7,105527,0
7,22166,0
7,130366,0
7,51698,0
7,15060,0
7,86009,0
7,28362,0
7,18091,0
7,2970,0
7,56376,0
7,56934,0
7,133620,0
7,90012,0
7,1170,0
7,14129,0
7,60894,0
7,76260,0
7,78568,0
7,18334,0
7,1987,0
7,109659,0
7,30267,0
7,134797,0
7,106714,0
7,62375,0
7,74307,0
7,135803,0
7,68613,0
7,1617,0
7,54010,0
7,115406,0
7,17574,0
7,57369,0
7,62018,0
7,40301,0
7,124830,0
7,133918,0
7,94406,0
7,10085,0
7,126187,0
7,86263,0
7,23349,0
7,31001,0
7,135348,0
7,102239,0
7,40531,0
7,112650,0
7,14372,0
7,63413,0
7,109266,0
7,83869,0
7,132474,0
7,120120,0
7,107617,0
7,13436,0
7,25098,0
7,33558,0
7,18427,0
7,9955,0
7,118532,0
7,25794,0
7,81057,0
7,27225,0
7,20995,0
7,40765,0
7,100675,0
7,21264,0
7,136962,0
7,52237,0
7,38813,0
7,136147,0
7,100486,0
7,78761,0
7,85800,0
7,78630,0
7,5852,0
7,38237,0
7,130087,0
7,65679,0
7,27037,0
7,62506,0
7,127025,0
7,120627,0
7,81831,0
7,56945,0
7,129596,0
7,8054,0
7,104147,0
7,55611,0
7,819,0
7,134574,0
7,39802,0
7,81555,0
7,113368,0
7,2531,0
7,77539,0
7,103436,0
7,9259,0
7,90229,0
7,65265,0
7,12198,0
7,123025,0
7,125055,0
7,79722,0
7,44958,0
7,67097,0
7,61788,0
7,27244,0
7,132383,0
7,19736,0
7,135426,0
7,131577,0
7,37074,0
7,50427,0
7,12779,0
7,94882,0
7,135995,0
7,128067,0
7,46256,0
7,12136,0
7,29768,0
7,120131,0
7,132427,0
7,28483,0
7,88800,0
7,121662,0
7,99028,0
7,114441,0
7,110927,0
7,20786,0
7,132090,0
7,71870,0
7,49889,0
7,26122,0
7,50806,0
7,13277,0
7,127831,0
7,103318,0
7,46295,0
7,71278,0
7,67751,0
7,24733,0
7,119681,0
7,4733,0
7,129374,0
7,11199,0
7,17570,0
7,46343,0
7,110450,0
7,97164,0
7,90214,0
7,5106,0
7,136958,0
7,79808,0
7,23167,0
7,12516,0
7,31302,0
7,65651,0
7,98328,0
7,16351,0
7,64375,0
7,24681,0
7,13344,0
7,39397,0
7,111544,0
7,118872,0
7,26710,0
7,106392,0
7,95989,0
7,59807,0
7,137109,0
7,96908,0
7,129123,0
7,49651,0
7,85769,0
7,31743,0
7,77864,0
7,79375,0
7,122153,0
7,43956,0
7,113101,0
7,14374,0
7,119142,0
7,33044,0
7,119112,0
7,13261,0
7,130067,0
7,55845,0
7,97007,0
7,42292,0
7,18007,0
7,27148,0
7,20922,0
7,41512,0
7,97807,0
7,81929,0
7,90793,0
7,80188,0
7,80694,0
7,49322,0
7,39094,0
7,52045,0
7,67959,0
7,119309,0
7,50545,0
7,131521,0
7,20181,0
7,63537,0
7,53788,0
7,124066,0
7,97988,0
7,55914,0
7,127867,0
7,94777,0
7,52522,0
7,40414,0
7,12074,0
7,103822,0
7,124138,0
7,71570,0
7,77984,0
7,121111,0
7,84437,0
7,27045,0
7,110367,0
7,82964,0
7,63520,0
7,114131,0
7,22196,0
7,99476,0
7,21627,0
7,8620,0
7,64577,0
7,58709,0
7,132269,0
7,52736,0
7,51713,0
7,127292,0
7,62785,0
7,101337,0
7,108569,0
7,63770,0
7,122545,0
7,24315,0
7,127123,0
7,130601,0
7,104416,0
7,44162,0
7,96669,0
7,128941,0
7,137354,0
7,70118,0
7,21469,0
7,30017,0
7,99108,0
7,25884,0
7,18827,0
7,123523,0
7,137339,0
7,30221,0
7,37702,0
7,55670,0
7,33531,0
7,113082,0
7,14428,0
7,124362,0
7,78486,0
7,65675,0
7,109970,0
7,81502,0
7,46702,0
7,104744,0
7,44970,0
7,22338,0
7,24883,0
7,44324,0
7,1115,0
7,5936,0
7,129718,0
7,77747,0
7,47004,0
7,64289,0
7,46540,0
7,73240,0
7,120119,0
7,113153,0
7,71372,0
7,3406,0
7,10226,0
7,1163,0
7,70257,0
7,21875,0
7,99748,0
7,119531,0
7,20720,0
7,67597,0
7,37209,0
7,48768,0
7,78612,0
7,107361,0
7,118246,0
7,58633,0
7,134067,0
7,101171,0
7,63517,0
7,31820,0
7,94213,0
7,27963,0
7,92246,0
7,119088,0
7,133062,0
7,10331,0
7,56312,0
7,99978,0
7,104530,0
7,130543,0
7,1630,0
7,105529,0
7,14039,0
7,117674,0
7,109615,0
7,55353,0
7,41176,0
7,29735,0
7,54077,0
7,27230,0
7,73357,0
7,57041,0
7,105122,0
7,96376,0
7,77541,0
7,43688,0
7,130545,0
7,25142,0
7,44761,0
7,39984,0
7,34434,0
7,98099,0
7,46649,0
7,117912,0
7,64566,0
7,113603,0
7,107894,0
7,45869,0
7,35305,0
7,106072,0
7,27155,0
7,7786,0
7,28650,0
7,135763,0
7,102713,0
7,58272,0
7,98694,0
7,54957,0
7,80631,0
7,1086,0
7,116051,0
7,71845,0
7,76568,0
7,26769,0
7,14803,0
7,112972,0
7,83731,0
7,99023,0
7,74799,0
7,129290,0
7,122180,0
7,90557,0
7,76100,0
7,103257,0
7,9460,0
7,16219,0
7,128432,0
7,66799,0
7,24418,0
7,29271,0
7,71238,0
7,131277,0
7,19780,0
7,110884,0
7,83061,0
7,24812,0
7,97365,0
7,57538,0
7,87692,0
7,38875,0
7,136595,0
7,108663,0
7,56843,0
7,43899,0
7,67299,0
7,72116,0
7,128424,0
7,36905,0
7,72600,0
7,132424,0
7,93616,0
7,4673,0
7,97781,0
7,6484,0
7,49114,0
7,7987,0
7,34235,0
7,9425,0
7,59974,0
7,126669,0
7,72025,0
7,81101,0
7,91949,0
7,121119,0
7,46843,0
7,18973,0
7,133167,0
7,61247,0
7,65851,0
7,45982,0
7,87665,0
7,116553,0
7,25341,0
7,28111,0
7,33786,0
7,115229,0
7,13586,0
7,13043,0
7,16049,0
7,19476,0
7,18602,0
7,116895,0
7,88880,0
7,125934,0
7,76067,0
7,52449,0
7,110044,0
7,28265,0
7,113494,0
7,12280,0
7,5462,0
7,38756,0
7,18419,0
7,20312,0
7,77540,0
7,13039,0
7,33772,0
7,51605,0
7,57150,0
7,110628,0
7,51478,0
7,19872,0
7,5408,0
7,39084,0
7,21556,0
7,18777,0
7,53924,0
7,17760,0
7,59624,0
7,71797,0
7,74049,0
7,10117,0
7,34506,0
7,12849,0
7,54363,0
7,37533,0
7,117119,0
7,120419,0
7,28687,0
7,16670,0
7,90171,0
7,21982,0
7,15624,0
7,8473,0
7,54177,0
7,6788,0
7,74502,0
7,47657,0
7,70666,0
7,6005,0
7,88058,0
7,102003,0
7,134913,0
7,97780,0
7,95084,0
7,38825,0
7,129509,0
7,121611,0
7,116742,0
7,107719,0
7,90740,0
7,49138,0
7,129090,0
7,102102,0
7,131818,0
7,66820,0
7,134988,0
7,29990,0
7,108202,0
7,94322,0
7,112173,0
7,23420,0
7,50672,0
7,12620,0
7,96234,0
7,65092,0
7,17406,0
7,36766,0
7,111469,0
7,82215,0
7,71477,0
7,61151,0
7,108248,0
7,131163,0
7,62325,0
7,123869,0
7,115460,0
7,107494,0
7,135009,0
7,55942,0
7,58482,0
7,108322,0
7,67743,0
7,41505,0
7,4862,0
7,39393,0
7,65187,0
7,20220,0
7,33211,0
7,45566,0
7,126729,0
7,34018,0
7,134270,0
7,125506,0
7,126845,0
7,25581,0
7,30500,0
7,51792,0
7,77928,0
7,122524,0
7,62542,0
7,64483,0
7,24995,0
7,60791,0
7,78358,0
7,39138,0
7,45639,0
7,52069,0
7,47374,0
7,132850,0
7,13573,0
7,126299,0
7,62434,0
7,127724,0
7,100191,0
7,102738,0
7,30153,0
7,84576,0
7,21677,0
7,123620,0
7,109214,0
7,4297,0
7,29884,0
7,100187,0
7,125978,0
7,80952,0
7,18299,0
7,51289,0
7,125094,0
7,96010,0
7,95212,0
7,89794,0
7,39297,0
7,61674,0
7,84321,0
7,17251,0
7,13226,0
7,83056,0
7,15752,0
7,110228,0
7,107252,0
7,82776,0
7,58362,0
7,95647,0
7,117331,0
7,8563,0
7,43291,0
7,79776,0
7,68475,0
7,75160,0
7,13727,0
7,55283,0
7,125926,0
7,52621,0
7,94203,0
7,95270,0
7,57664,0
7,57580,0
7,54863,0
7,16169,0
7,101372,0
7,127417,0
7,110434,0
7,33956,0
7,13888,0
7,57223,0
7,70342,0
7,118988,0
7,119785,0
7,132223,0
7,23361,0
7,30571,0
7,29062,0
7,69043,0
7,86223,0
7,81741,0
7,3911,0
7,4447,0
7,106601,0
7,74331,0
7,77031,0
7,18242,0
7,70510,0
7,36898,0
7,3235,0
7,66231,0
7,68375,0
7,130058,0
7,62364,0
7,68769,0
7,136182,0
7,26771,0
7,133024,0
7,8588,0
7,64988,0
7,119016,0
7,49804,0
7,11234,0
7,39567,0
7,12597,0
7,131670,0
7,106067,0
7,129277,0
7,108506,0
7,64866,0
7,37488,0
7,54558,0
