Slide,Patch,Diagnosis
3,23614,1
3,3827,1
3,12051,1
3,8718,1
3,21199,1
3,21173,1
3,11501,1
3,15919,1
3,15828,1
3,9743,1
3,12090,1
3,25711,1
3,18828,1
3,20000,1
3,21674,1
3,22859,1
3,9676,1
3,7194,1
3,20354,1
3,11131,1
3,10906,1
3,13256,1
3,15332,1
3,25329,1
3,13047,1
3,26826,1
3,4383,1
3,4116,1
3,6551,1
3,26580,1
3,12945,1
3,11742,1
3,20874,1
3,9653,1
3,21757,1
3,10677,1
3,6989,1
3,4852,1
3,5006,1
3,14130,1
3,25299,1
3,18569,1
3,24145,1
3,19365,1
3,92,1
3,538,1
3,21506,1
3,24948,1
3,9126,1
3,11337,1
3,1470,1
3,8273,1
3,16400,1
3,3899,1
3,1561,1
3,1982,1
3,26590,1
3,14630,1
3,7041,1
3,1471,1
3,1903,1
3,8125,1
3,8899,1
3,7794,1
3,14568,1
3,18304,1
3,6254,1
3,12698,1
3,22449,1
3,15754,1
3,2643,1
3,26732,1
3,26337,1
3,8337,1
3,2441,1
3,18004,1
3,18767,1
3,19738,1
3,4809,1
3,22560,1
3,11482,1
3,296,1
3,14117,1
3,22195,1
3,1152,1
3,15063,1
3,25849,1
3,17085,1
3,15074,1
3,20803,1
3,17464,1
3,19354,1
3,16582,1
3,9983,1
3,17581,1
3,16106,1
3,15384,1
3,24195,1
3,22421,1
3,9531,1
3,1986,1
3,8742,1
3,9196,1
3,22038,1
3,3422,1
3,4311,1
3,5511,1
3,6703,1
3,18414,1
3,22372,1
3,23974,1
3,6388,1
3,6721,1
3,16031,1
3,19489,1
3,11781,1
3,8097,1
3,24174,1
3,13952,1
3,6074,1
3,11165,1
3,18050,1
3,15018,1
3,26673,1
3,3893,1
3,668,1
3,939,1
3,23912,1
3,1543,1
3,3304,1
3,2678,1
3,19879,1
3,3552,1
3,56,1
3,18266,1
3,15252,1
3,22379,1
3,1139,1
3,1667,1
3,24502,1
3,11943,1
3,17776,1
3,13789,1
3,9619,1
3,21201,1
3,20925,1
3,14158,1
3,14435,1
3,25700,1
3,14949,1
3,7180,1
3,23519,1
3,11684,1
3,12413,1
3,16635,1
3,25498,1
3,21574,1
3,5562,1
3,21637,1
3,19963,1
3,17738,1
3,19194,1
3,10693,1
3,789,1
3,3075,1
3,8384,1
3,11014,1
3,371,1
3,25515,1
3,12043,1
3,23072,1
3,7515,1
3,16095,1
3,271,1
3,5283,1
3,2199,1
3,26812,1
3,25518,1
3,11519,1
3,18286,1
3,10545,1
3,10102,1
3,21705,1
3,8110,1
3,16803,1
3,4017,1
3,12085,1
3,12276,1
3,25034,1
3,10792,1
3,6049,1
3,2991,1
3,3969,1
3,17918,1
3,1078,1
3,2268,1
3,20613,1
3,11800,1
3,5752,1
3,20572,1
3,6594,1
3,8469,1
3,24469,1
3,6261,1
3,2385,1
3,1963,1
3,9100,1
3,261,1
3,24479,1
3,15759,1
3,3023,1
3,11404,1
3,10719,1
3,18605,1
3,23024,1
3,14716,1
3,10310,1
3,3323,1
3,511,1
3,7577,1
3,12814,1
3,16833,1
3,781,1
3,21167,1
3,26577,1
3,22129,1
3,8237,1
3,17027,1
3,992,1
3,20856,1
3,12976,1
3,5181,1
3,53,1
3,14939,1
3,6444,1
3,663,1
3,4242,1
3,5508,1
3,12183,1
3,20333,1
3,20077,1
3,4477,1
3,10299,1
3,8901,1
3,24485,1
3,14145,1
3,9658,1
3,25399,1
3,21893,1
3,15676,1
3,13034,1
3,3220,1
3,23298,1
3,13899,1
3,26643,1
3,5195,1
3,16108,1
3,5647,1
3,22978,1
3,22870,1
3,17550,1
3,1066,1
3,18625,1
3,23662,1
3,10078,1
3,13840,1
3,3694,1
3,19302,1
3,13796,1
3,13400,1
3,20577,1
3,12248,1
3,8590,1
3,18410,1
3,102,1
3,26344,1
3,2324,1
3,9555,1
3,7853,1
3,5489,1
3,16354,1
3,15728,1
3,17670,1
3,25219,1
3,3194,1
3,4302,1
3,202,1
3,3729,1
3,65,1
3,19828,1
3,11854,1
3,4863,1
3,14711,1
3,6852,1
3,19986,1
3,24203,1
3,17084,1
3,9010,1
3,6149,1
3,25477,1
3,13103,1
3,6377,1
3,20773,1
3,11744,1
3,2106,1
3,11290,1
3,8960,1
3,922,1
3,3237,1
3,12903,1
3,17426,1
3,14746,1
3,6197,1
3,22020,1
3,9226,1
3,22002,1
3,9465,1
3,3700,1
3,7589,1
3,17402,1
3,4214,1
3,15798,1
3,2262,1
3,26333,1
3,6656,1
3,1034,1
3,23902,1
3,9173,1
3,5577,1
3,1722,1
3,16174,1
3,24122,1
3,23826,1
3,26004,1
3,20179,1
3,26222,1
3,12156,1
3,9852,1
3,14044,1
3,11260,1
3,3328,1
3,2817,1
3,25781,1
3,1467,1
3,14609,1
3,10397,1
3,7287,1
3,25717,1
3,18092,1
3,25508,1
3,8568,1
3,23908,1
3,25178,1
3,14455,1
3,22464,1
3,20690,1
3,7100,1
3,17294,1
3,15583,1
3,26238,1
3,8991,1
3,4229,1
3,26553,1
3,10006,1
3,1548,1
3,13244,1
3,20951,1
3,12258,1
3,3123,1
3,3836,1
3,15714,1
3,5018,1
3,10939,1
3,24977,1
3,3351,1
3,19669,1
3,23245,1
3,19693,1
3,20838,1
3,24882,1
3,8521,1
3,20698,1
3,23104,1
3,7744,1
3,704,1
3,1482,1
3,2609,1
3,21890,1
3,17569,1
3,14065,1
3,1729,1
3,2524,1
3,22773,1
3,16902,1
3,7544,1
3,22286,1
3,10158,1
3,3222,1
3,12285,1
3,26103,1
3,6904,1
3,15926,1
3,9206,1
3,19532,1
3,24980,1
3,2215,1
3,25513,1
3,9235,1
3,10000,1
3,11384,1
3,17018,1
3,2018,1
3,16531,1
3,9413,1
3,21578,1
3,6114,1
3,21736,1
3,7332,1
3,13074,1
3,21292,1
3,20587,1
3,5963,1
3,3081,1
3,23780,1
3,13264,1
3,22987,1
3,24035,1
3,7252,1
3,23625,1
3,23293,1
3,18934,1
3,21964,1
3,22625,1
3,19858,1
3,15147,1
3,6068,1
3,5669,1
3,14009,1
3,632,1
3,8204,1
3,18418,1
3,15997,1
3,22133,1
3,11749,1
3,2762,1
3,1357,1
3,15766,1
3,7834,1
3,5320,1
3,22403,1
3,14411,1
3,26603,1
3,18195,1
3,25460,1
3,2477,1
3,16831,1
3,1540,1
3,20203,1
3,4221,1
3,10424,1
3,1407,1
3,2869,1
3,7093,1
3,6426,1
3,13389,1
3,15603,1
